time	V(v+)	V(v-)	V(vdd)	V(vout)	V(vref)
Step Information: Run=0  (Step: 1/16)
9.703316731708290e-11	8.115637e-07	5.001923e-16	1.601097e-05	5.639212e-04	2.827212e-04
9.721254766936402e-11	8.140898e-07	5.020741e-16	1.604057e-05	5.641377e-04	2.830942e-04
9.757130837392627e-11	8.191469e-07	5.058501e-16	1.609976e-05	5.645781e-04	2.838427e-04
9.828882978305077e-11	8.292822e-07	5.134771e-16	1.621815e-05	5.654544e-04	2.853370e-04
9.972387260129976e-11	8.496363e-07	5.290351e-16	1.645493e-05	5.671644e-04	2.883058e-04
1.025939582377977e-10	8.906720e-07	5.613954e-16	1.692850e-05	5.704386e-04	2.941710e-04
1.083341295107937e-10	9.740023e-07	6.313231e-16	1.787563e-05	5.764370e-04	3.056133e-04
1.198144720567856e-10	1.145335e-06	7.938197e-16	1.976988e-05	5.865822e-04	3.274005e-04
1.427751571487694e-10	1.504317e-06	1.223395e-15	2.355840e-05	6.014739e-04	3.669505e-04
1.886965273327370e-10	2.274141e-06	2.604357e-15	3.113542e-05	6.193310e-04	4.324986e-04
2.805392677006722e-10	3.959146e-06	8.141634e-15	4.628947e-05	6.387680e-04	5.245805e-04
4.589624970416489e-10	7.570639e-06	3.294365e-14	7.572931e-05	6.678575e-04	6.220225e-04
7.586544436615155e-10	1.421253e-05	1.249036e-13	1.251785e-04	7.173526e-04	6.971678e-04
1.358038336901249e-09	2.889612e-05	5.033947e-13	2.240768e-04	8.160067e-04	7.969106e-04
1.909226098887623e-09	4.387009e-05	1.059550e-12	3.150228e-04	9.068644e-04	8.874051e-04
3.011601622860372e-09	7.791831e-05	2.641007e-12	4.969148e-04	1.088418e-03	1.069105e-03
5.216352670805871e-09	1.616982e-04	7.303443e-12	8.606987e-04	1.451694e-03	1.432273e-03
9.521396518208252e-09	3.592089e-04	2.056779e-11	1.571031e-03	1.833756e-03	1.832330e-03
1.793024778271767e-08	8.054762e-04	5.689455e-11	2.958491e-03	2.525021e-03	2.509999e-03
2.823839425446888e-08	1.432735e-03	1.179104e-10	4.659336e-03	3.380046e-03	3.367119e-03
2.856052383171110e-08	1.453598e-03	1.201276e-10	4.712487e-03	3.405326e-03	3.389846e-03
2.920478298619555e-08	1.495437e-03	1.245972e-10	4.818790e-03	3.458428e-03	3.441224e-03
2.936584777481667e-08	1.505940e-03	1.257277e-10	4.845365e-03	3.471822e-03	3.454844e-03
2.968797735205889e-08	1.526977e-03	1.279972e-10	4.898517e-03	3.498482e-03	3.481339e-03
3.033223650654334e-08	1.569226e-03	1.325921e-10	5.004819e-03	3.597665e-03	3.488068e-03
3.162075481551224e-08	1.654382e-03	1.420701e-10	5.217425e-03	3.815001e-03	3.481105e-03
3.419779143345004e-08	1.827265e-03	1.625308e-10	5.642636e-03	4.236378e-03	3.485166e-03
3.935186466932564e-08	2.182452e-03	2.102126e-10	6.493058e-03	5.091673e-03	3.480010e-03
4.966001114107684e-08	2.924036e-03	3.331205e-10	8.193903e-03	6.791561e-03	3.487060e-03
7.027630408457925e-08	4.493278e-03	6.891862e-10	1.159559e-02	1.020704e-02	3.487540e-03
1.115088899715841e-07	8.241077e-03	1.843359e-09	1.839897e-02	1.704631e-02	5.640581e-03
1.514444899369910e-07	1.287764e-02	3.524901e-09	2.498834e-02	2.370865e-02	9.780996e-03
1.792081906030773e-07	1.644414e-02	5.022107e-09	2.956935e-02	2.835355e-02	1.222321e-02
2.105573789125660e-07	2.043384e-02	7.037622e-09	3.474197e-02	3.362419e-02	1.483465e-02
2.560606883510773e-07	2.621401e-02	1.057893e-08	4.225001e-02	4.129873e-02	1.878906e-02
3.361259036473655e-07	3.632673e-02	1.859153e-08	5.546077e-02	5.490854e-02	2.524946e-02
4.833855860682099e-07	5.470176e-02	3.918207e-08	7.975862e-02	7.930283e-02	3.757722e-02
5.178480707387732e-07	5.895408e-02	4.528960e-08	8.544493e-02	8.498820e-02	4.032707e-02
5.867730400798998e-07	6.747131e-02	5.832385e-08	9.681755e-02	9.635586e-02	4.601578e-02
6.040042824151815e-07	6.960367e-02	6.188962e-08	9.966071e-02	9.919779e-02	4.743829e-02
6.083120929990020e-07	7.013671e-02	6.278746e-08	1.003715e-01	9.990827e-02	4.779312e-02
6.169277141666427e-07	7.120270e-02	6.459595e-08	1.017931e-01	1.013292e-01	4.850297e-02
6.190816194585530e-07	7.146918e-02	6.505287e-08	1.021485e-01	1.016845e-01	4.868064e-02
6.233894300423734e-07	7.200214e-02	6.596992e-08	1.028593e-01	1.023950e-01	4.903618e-02
6.244663826883286e-07	7.213537e-02	6.620038e-08	1.030370e-01	1.025726e-01	4.912510e-02
6.266202879802387e-07	7.240186e-02	6.666210e-08	1.033923e-01	1.029278e-01	4.930292e-02
6.271587643032162e-07	7.246848e-02	6.677783e-08	1.034812e-01	1.030166e-01	4.934737e-02
6.282357169491714e-07	7.260173e-02	6.700949e-08	1.036589e-01	1.031943e-01	4.943626e-02
6.285049551106602e-07	7.263503e-02	6.706748e-08	1.037033e-01	1.032387e-01	4.945848e-02
6.290434314336377e-07	7.270166e-02	6.718351e-08	1.037922e-01	1.033275e-01	4.950291e-02
6.291780505143821e-07	7.271831e-02	6.721254e-08	1.038144e-01	1.033497e-01	4.951402e-02
6.292117052845682e-07	7.272248e-02	6.721979e-08	1.038199e-01	1.033552e-01	4.951680e-02
6.292790148249404e-07	7.273080e-02	6.723431e-08	1.038310e-01	1.033663e-01	4.952235e-02
6.292958422100335e-07	7.273289e-02	6.723794e-08	1.038338e-01	1.033691e-01	4.952374e-02
6.293294969802196e-07	7.273705e-02	6.724520e-08	1.038394e-01	1.033747e-01	4.952652e-02
6.293968065205918e-07	7.274538e-02	6.725971e-08	1.038505e-01	1.033858e-01	4.953207e-02
6.295314256013361e-07	7.276203e-02	6.728875e-08	1.038727e-01	1.034080e-01	4.954318e-02
6.298006637628249e-07	7.279535e-02	6.734685e-08	1.039171e-01	1.034524e-01	4.956540e-02
6.303391400858024e-07	7.286196e-02	6.746313e-08	1.040060e-01	1.035412e-01	4.960983e-02
6.314160927317575e-07	7.299521e-02	6.769596e-08	1.041837e-01	1.037188e-01	4.969867e-02
6.335699980236678e-07	7.326169e-02	6.816285e-08	1.045391e-01	1.040740e-01	4.987635e-02
6.378778086074881e-07	7.379466e-02	6.910142e-08	1.052498e-01	1.047845e-01	5.023169e-02
6.464934297751290e-07	7.486057e-02	7.099776e-08	1.066714e-01	1.062055e-01	5.094249e-02
6.637246721104107e-07	7.699240e-02	7.486724e-08	1.095146e-01	1.090474e-01	5.236417e-02
6.981871567809739e-07	8.125600e-02	8.291342e-08	1.152009e-01	1.147313e-01	5.520739e-02
7.671121261221006e-07	8.978315e-02	1.002346e-07	1.265735e-01	1.260990e-01	6.089395e-02
9.049620648043540e-07	1.068374e-01	1.397923e-07	1.493187e-01	1.488345e-01	7.226696e-02
1.180661942168861e-06	1.409459e-01	2.385693e-07	1.948092e-01	1.943055e-01	9.501306e-02
1.732061696897874e-06	2.091630e-01	5.147689e-07	2.857902e-01	2.852474e-01	1.405052e-01
2.732061696897874e-06	3.328792e-01	1.283206e-06	4.507902e-01	4.501768e-01	2.230082e-01
3.732061696897874e-06	4.565954e-01	2.396533e-06	6.157902e-01	6.151062e-01	3.055112e-01
5.732061696897874e-06	7.040280e-01	5.657852e-06	9.457902e-01	9.449653e-01	4.705173e-01
6.732061696897874e-06	8.277443e-01	7.805845e-06	1.110790e+00	1.109895e+00	5.530203e-01
9.732061696897873e-06	1.198891e+00	1.631913e-05	1.605790e+00	1.604680e+00	8.005294e-01
1.073206169689787e-05	1.322603e+00	1.984664e-05	1.770790e+00	1.769600e+00	8.830324e-01
1.553594036331747e-05	1.916894e+00	4.159995e-05	2.563430e+00	2.561847e+00	1.279367e+00
1.653594036331747e-05	2.040605e+00	4.712899e-05	2.728430e+00	2.726766e+00	1.361870e+00
1.999999999699662e-05	2.469146e+00	6.894829e-05	3.300000e+00	3.298053e+00	1.647665e+00
2.036766197438502e-05	2.473719e+00	7.148390e-05	3.300000e+00	3.298069e+00	1.650116e+00
2.110298592916183e-05	2.474636e+00	7.655514e-05	3.300000e+00	3.298071e+00	1.650604e+00
2.257363383871544e-05	2.473863e+00	8.669758e-05	3.300000e+00	3.298069e+00	1.650191e+00
2.413537869746266e-05	2.474557e+00	9.746823e-05	3.300000e+00	3.298070e+00	1.650563e+00
2.725886841495710e-05	2.473916e+00	1.190094e-04	3.300000e+00	3.298069e+00	1.650219e+00
3.350584784994596e-05	2.474532e+00	1.620915e-04	3.300000e+00	3.298070e+00	1.650550e+00
4.599980671992370e-05	2.473928e+00	2.482538e-04	3.300000e+00	3.298069e+00	1.650225e+00
7.098772445987916e-05	2.474526e+00	4.205717e-04	3.300000e+00	3.298070e+00	1.650547e+00
1.209635599397901e-04	2.473931e+00	7.651805e-04	3.300000e+00	3.298069e+00	1.650226e+00
2.209152308996120e-04	2.474525e+00	1.454290e-03	3.300000e+00	3.298070e+00	1.650546e+00
4.208185728192558e-04	2.473932e+00	2.832077e-03	3.300000e+00	3.298069e+00	1.650227e+00
8.206252566585434e-04	2.474524e+00	5.585924e-03	3.300000e+00	3.298070e+00	1.650546e+00
1.620238624337118e-03	2.473932e+00	1.108672e-02	3.300000e+00	3.298069e+00	1.650227e+00
3.219465359694269e-03	2.474524e+00	2.206076e-02	3.300000e+00	3.298070e+00	1.650546e+00
6.149152859694269e-03	2.473932e+00	4.206963e-02	3.300000e+00	3.298069e+00	1.650227e+00
9.078840359694269e-03	2.474524e+00	6.195629e-02	3.300000e+00	3.298071e+00	1.650546e+00
1.200852785969427e-02	2.473932e+00	8.172150e-02	3.300000e+00	3.298069e+00	1.650227e+00
1.493821535969427e-02	2.474525e+00	1.013660e-01	3.300000e+00	3.298071e+00	1.650546e+00
1.786790285969427e-02	2.473932e+00	1.208905e-01	3.300000e+00	3.298070e+00	1.650227e+00
2.079759035969427e-02	2.474525e+00	1.402957e-01	3.300000e+00	3.298071e+00	1.650546e+00
2.372727785969427e-02	2.473932e+00	1.595825e-01	3.300000e+00	3.298070e+00	1.650227e+00
2.665696535969427e-02	2.474525e+00	1.787514e-01	3.300000e+00	3.298071e+00	1.650546e+00
2.958665285969427e-02	2.473933e+00	1.978033e-01	3.300000e+00	3.298070e+00	1.650227e+00
3.251634035969427e-02	2.474525e+00	2.167388e-01	3.300000e+00	3.298071e+00	1.650546e+00
3.544602785969427e-02	2.473933e+00	2.355586e-01	3.300000e+00	3.298070e+00	1.650227e+00
3.837571535969427e-02	2.474525e+00	2.542635e-01	3.300000e+00	3.298072e+00	1.650546e+00
4.130540285969427e-02	2.473933e+00	2.728542e-01	3.300000e+00	3.298070e+00	1.650227e+00
4.423509035969427e-02	2.474525e+00	2.913313e-01	3.300000e+00	3.298072e+00	1.650546e+00
4.716477785969427e-02	2.473933e+00	3.096955e-01	3.300000e+00	3.298071e+00	1.650227e+00
5.009446535969427e-02	2.474525e+00	3.279476e-01	3.300000e+00	3.298072e+00	1.650546e+00
5.302415285969427e-02	2.473933e+00	3.460883e-01	3.300000e+00	3.298071e+00	1.650227e+00
5.595384035969427e-02	2.474525e+00	3.641181e-01	3.300000e+00	3.298072e+00	1.650546e+00
5.888352785969427e-02	2.473933e+00	3.820378e-01	3.300000e+00	3.298071e+00	1.650227e+00
6.181321535969427e-02	2.474525e+00	3.998480e-01	3.300000e+00	3.298072e+00	1.650546e+00
6.474290285969428e-02	2.473933e+00	4.175495e-01	3.300000e+00	3.298071e+00	1.650227e+00
6.767259035969428e-02	2.474525e+00	4.351428e-01	3.300000e+00	3.298072e+00	1.650546e+00
7.060227785969428e-02	2.473933e+00	4.526288e-01	3.300000e+00	3.298071e+00	1.650227e+00
7.353196535969428e-02	2.474525e+00	4.700079e-01	3.300000e+00	3.298072e+00	1.650546e+00
7.646165285969428e-02	2.473933e+00	4.872808e-01	3.300000e+00	3.298071e+00	1.650227e+00
7.939134035969428e-02	2.474525e+00	5.044483e-01	3.300000e+00	3.298073e+00	1.650546e+00
8.232102785969428e-02	2.473933e+00	5.215109e-01	3.300000e+00	3.298071e+00	1.650227e+00
8.525071535969428e-02	2.474525e+00	5.384693e-01	3.300000e+00	3.298073e+00	1.650546e+00
8.818040285969428e-02	2.473933e+00	5.553241e-01	3.300000e+00	3.298072e+00	1.650227e+00
9.111009035969428e-02	2.474525e+00	5.720760e-01	3.300000e+00	3.298073e+00	1.650546e+00
9.403977785969428e-02	2.473934e+00	5.887256e-01	3.300000e+00	3.298072e+00	1.650227e+00
9.696946535969428e-02	2.474525e+00	6.052734e-01	3.300000e+00	3.298073e+00	1.650546e+00
9.989915285969428e-02	2.473934e+00	6.217203e-01	3.300000e+00	3.298072e+00	1.650227e+00
1.028288403596943e-01	2.474525e+00	6.380666e-01	3.300000e+00	3.298073e+00	1.650546e+00
1.057585278596943e-01	2.473934e+00	6.543131e-01	3.300000e+00	3.298072e+00	1.650227e+00
1.086882153596943e-01	2.474525e+00	6.704604e-01	3.300000e+00	3.298073e+00	1.650546e+00
1.116179028596943e-01	2.473934e+00	6.865090e-01	3.300000e+00	3.298072e+00	1.650227e+00
1.145475903596943e-01	2.474525e+00	7.024597e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.174772778596943e-01	2.473934e+00	7.183129e-01	3.300000e+00	3.298072e+00	1.650227e+00
1.204069653596943e-01	2.474525e+00	7.340693e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.233366528596943e-01	2.473934e+00	7.497295e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.262663403596943e-01	2.474525e+00	7.652940e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.291960278596943e-01	2.473934e+00	7.807634e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.321257153596943e-01	2.474525e+00	7.961384e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.350554028596943e-01	2.473934e+00	8.114194e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.379850903596943e-01	2.474525e+00	8.266072e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.409147778596943e-01	2.473934e+00	8.417022e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.438444653596943e-01	2.474525e+00	8.567050e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.467741528596943e-01	2.473934e+00	8.716161e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.497038403596943e-01	2.474526e+00	8.864362e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.526335278596943e-01	2.473935e+00	9.011657e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.555632153596943e-01	2.474526e+00	9.158053e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.584929028596943e-01	2.473935e+00	9.303554e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.614225903596943e-01	2.474526e+00	9.448168e-01	3.300000e+00	3.298074e+00	1.650546e+00
1.643522778596943e-01	2.473935e+00	9.591898e-01	3.300000e+00	3.298073e+00	1.650227e+00
1.672819653596943e-01	2.474526e+00	9.734749e-01	3.300000e+00	3.298075e+00	1.650545e+00
1.702116528596943e-01	2.473935e+00	9.876729e-01	3.300000e+00	3.298074e+00	1.650227e+00
1.731413403596943e-01	2.474526e+00	1.001784e+00	3.300000e+00	3.298075e+00	1.650545e+00
1.760710278596943e-01	2.473935e+00	1.015809e+00	3.300000e+00	3.298074e+00	1.650228e+00
1.790007153596943e-01	2.474526e+00	1.029749e+00	3.300000e+00	3.298075e+00	1.650545e+00
1.819304028596943e-01	2.473935e+00	1.043603e+00	3.300000e+00	3.298074e+00	1.650228e+00
1.848600903596943e-01	2.474526e+00	1.057372e+00	3.300000e+00	3.298075e+00	1.650545e+00
1.877897778596943e-01	2.473935e+00	1.071058e+00	3.300000e+00	3.298074e+00	1.650228e+00
1.907194653596943e-01	2.474526e+00	1.084660e+00	3.300000e+00	3.298075e+00	1.650545e+00
1.936491528596943e-01	2.473935e+00	1.098179e+00	3.300000e+00	3.298074e+00	1.650228e+00
1.965788403596943e-01	2.474526e+00	1.111615e+00	3.300000e+00	3.298075e+00	1.650545e+00
1.995085278596943e-01	2.473935e+00	1.124969e+00	3.300000e+00	3.298074e+00	1.650228e+00
2.024382153596943e-01	2.474526e+00	1.138242e+00	3.300000e+00	3.298075e+00	1.650545e+00
2.053679028596943e-01	2.473935e+00	1.151434e+00	3.300000e+00	3.298074e+00	1.650228e+00
2.082975903596943e-01	2.474526e+00	1.164545e+00	3.300000e+00	3.298075e+00	1.650545e+00
2.112272778596943e-01	2.473936e+00	1.177576e+00	3.300000e+00	3.298074e+00	1.650228e+00
2.141569653596943e-01	2.474526e+00	1.190527e+00	3.300000e+00	3.298075e+00	1.650545e+00
2.170866528596943e-01	2.473936e+00	1.203399e+00	3.300000e+00	3.298074e+00	1.650228e+00
2.200163403596943e-01	2.474526e+00	1.216193e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.229460278596943e-01	2.473936e+00	1.228908e+00	3.300000e+00	3.298074e+00	1.650228e+00
2.258757153596943e-01	2.474526e+00	1.241546e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.288054028596943e-01	2.473936e+00	1.254107e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.317350903596943e-01	2.474526e+00	1.266591e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.346647778596943e-01	2.473936e+00	1.278998e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.375944653596943e-01	2.474526e+00	1.291330e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.405241528596943e-01	2.473936e+00	1.303587e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.434538403596943e-01	2.474526e+00	1.315769e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.463835278596943e-01	2.473936e+00	1.327876e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.493132153596943e-01	2.474526e+00	1.339909e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.522429028596943e-01	2.473936e+00	1.351869e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.551725903596943e-01	2.474526e+00	1.363756e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.581022778596943e-01	2.473936e+00	1.375570e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.610319653596943e-01	2.474526e+00	1.387313e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.639616528596943e-01	2.473936e+00	1.398983e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.668913403596943e-01	2.474526e+00	1.410582e+00	3.300000e+00	3.298076e+00	1.650545e+00
2.698210278596943e-01	2.473936e+00	1.422110e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.727507153596943e-01	2.474526e+00	1.433568e+00	3.300000e+00	3.298077e+00	1.650545e+00
2.756804028596943e-01	2.473937e+00	1.444956e+00	3.300000e+00	3.298075e+00	1.650228e+00
2.786100903596943e-01	2.474526e+00	1.456274e+00	3.300000e+00	3.298077e+00	1.650545e+00
2.815397778596943e-01	2.473937e+00	1.467523e+00	3.300000e+00	3.298076e+00	1.650228e+00
2.844694653596943e-01	2.474526e+00	1.478704e+00	3.300000e+00	3.298077e+00	1.650545e+00
2.873991528596943e-01	2.473937e+00	1.489816e+00	3.300000e+00	3.298076e+00	1.650228e+00
2.903288403596943e-01	2.474526e+00	1.500860e+00	3.300000e+00	3.298077e+00	1.650545e+00
2.932585278596943e-01	2.473937e+00	1.511837e+00	3.300000e+00	3.298076e+00	1.650228e+00
2.961882153596943e-01	2.474526e+00	1.522747e+00	3.300000e+00	3.298077e+00	1.650545e+00
2.991179028596943e-01	2.473937e+00	1.533590e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.020475903596943e-01	2.474526e+00	1.544367e+00	3.300000e+00	3.298077e+00	1.650545e+00
3.049772778596943e-01	2.473937e+00	1.555078e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.079069653596943e-01	2.474526e+00	1.565724e+00	3.300000e+00	3.298077e+00	1.650545e+00
3.108366528596943e-01	2.473937e+00	1.576305e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.137663403596943e-01	2.474526e+00	1.586821e+00	3.300000e+00	3.298077e+00	1.650545e+00
3.166960278596943e-01	2.473937e+00	1.597273e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.196257153596943e-01	2.474526e+00	1.607661e+00	3.300000e+00	3.298077e+00	1.650545e+00
3.225554028596943e-01	2.473937e+00	1.617985e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.254850903596943e-01	2.474526e+00	1.628247e+00	3.300000e+00	3.298077e+00	1.650545e+00
3.284147778596943e-01	2.473937e+00	1.638445e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.313444653596943e-01	2.474526e+00	1.648582e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.342741528596943e-01	2.473937e+00	1.658657e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.372038403596943e-01	2.474526e+00	1.668670e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.401335278596943e-01	2.473937e+00	1.678622e+00	3.300000e+00	3.298076e+00	1.650228e+00
3.430632153596943e-01	2.474526e+00	1.688513e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.459929028596943e-01	2.473938e+00	1.698343e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.489225903596943e-01	2.474526e+00	1.708114e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.518522778596943e-01	2.473938e+00	1.717825e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.547819653596943e-01	2.474526e+00	1.727477e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.577116528596943e-01	2.473938e+00	1.737070e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.606413403596943e-01	2.474526e+00	1.746604e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.635710278596943e-01	2.473938e+00	1.756080e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.665007153596943e-01	2.474526e+00	1.765498e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.694304028596943e-01	2.473938e+00	1.774858e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.723600903596943e-01	2.474526e+00	1.784162e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.752897778596943e-01	2.473938e+00	1.793408e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.782194653596943e-01	2.474526e+00	1.802598e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.811491528596943e-01	2.473938e+00	1.811732e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.840788403596943e-01	2.474526e+00	1.820810e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.870085278596943e-01	2.473938e+00	1.829833e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.899382153596943e-01	2.474526e+00	1.838801e+00	3.300000e+00	3.298078e+00	1.650545e+00
3.928679028596943e-01	2.473938e+00	1.847713e+00	3.300000e+00	3.298077e+00	1.650228e+00
3.957975903596943e-01	2.474526e+00	1.856572e+00	3.300000e+00	3.298079e+00	1.650545e+00
3.987272778596943e-01	2.473938e+00	1.865376e+00	3.300000e+00	3.298077e+00	1.650228e+00
4.016569653596943e-01	2.474526e+00	1.874127e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.045866528596943e-01	2.473938e+00	1.882824e+00	3.300000e+00	3.298077e+00	1.650228e+00
4.075163403596943e-01	2.474526e+00	1.891468e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.104460278596943e-01	2.473938e+00	1.900059e+00	3.300000e+00	3.298077e+00	1.650228e+00
4.133757153596943e-01	2.474526e+00	1.908597e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.163054028596943e-01	2.473938e+00	1.917084e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.192350903596943e-01	2.474526e+00	1.925519e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.221647778596943e-01	2.473938e+00	1.933902e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.250944653596943e-01	2.474526e+00	1.942234e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.280241528596943e-01	2.473938e+00	1.950515e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.309538403596943e-01	2.474526e+00	1.958745e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.338835278596943e-01	2.473938e+00	1.966926e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.368132153596943e-01	2.474526e+00	1.975056e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.397429028596943e-01	2.473938e+00	1.983137e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.426725903596943e-01	2.474526e+00	1.991168e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.456022778596943e-01	2.473939e+00	1.999150e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.485319653596943e-01	2.474526e+00	2.007084e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.514616528596943e-01	2.473939e+00	2.014969e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.543913403596943e-01	2.474526e+00	2.022805e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.573210278596943e-01	2.473939e+00	2.030594e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.602507153596943e-01	2.474526e+00	2.038336e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.631804028596943e-01	2.473939e+00	2.046030e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.661100903596943e-01	2.474526e+00	2.053677e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.690397778596943e-01	2.473939e+00	2.061278e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.719694653596943e-01	2.474526e+00	2.068831e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.748991528596943e-01	2.473939e+00	2.076339e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.778288403596943e-01	2.474526e+00	2.083802e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.807585278596943e-01	2.473939e+00	2.091218e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.836882153596943e-01	2.474526e+00	2.098589e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.866179028596943e-01	2.473939e+00	2.105915e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.895475903596943e-01	2.474526e+00	2.113197e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.924772778596943e-01	2.473939e+00	2.120433e+00	3.300000e+00	3.298078e+00	1.650228e+00
4.954069653596943e-01	2.474526e+00	2.127626e+00	3.300000e+00	3.298079e+00	1.650545e+00
4.983366528596943e-01	2.473939e+00	2.134775e+00	3.300000e+00	3.298079e+00	1.650229e+00
5.012663403596943e-01	2.474526e+00	2.141880e+00	3.300000e+00	3.298080e+00	1.650545e+00
5.041960278596943e-01	2.473939e+00	2.148942e+00	3.300000e+00	3.298079e+00	1.650229e+00
5.071257153596943e-01	2.474526e+00	2.155960e+00	3.300000e+00	3.298080e+00	1.650545e+00
5.100554028596943e-01	2.473939e+00	2.162936e+00	3.300000e+00	3.298079e+00	1.650229e+00
5.129850903596943e-01	2.474526e+00	2.169869e+00	3.300000e+00	3.298080e+00	1.650545e+00
5.159147778596943e-01	2.473939e+00	2.176760e+00	3.300000e+00	3.298079e+00	1.650229e+00
5.188444653596943e-01	2.474526e+00	2.183609e+00	3.300000e+00	3.298080e+00	1.650545e+00
5.217741528596943e-01	2.473939e+00	2.190415e+00	3.300000e+00	3.298079e+00	1.650229e+00
5.247038403596943e-01	2.474526e+00	2.197181e+00	3.300000e+00	3.298080e+00	1.650545e+00
5.276335278596943e-01	2.473939e+00	2.203905e+00	3.300000e+00	3.298079e+00	1.650229e+00
5.305632153596943e-01	2.474526e+00	2.210588e+00	3.300000e+00	3.298080e+00	1.650544e+00
5.334929028596943e-01	2.473940e+00	2.217230e+00	3.300000e+00	3.298079e+00	1.650229e+00
