time	V(v+)	V(v-)	V(vdd)	V(vout)	V(vref)
Step Information: Run=0  (Step: 1/16)
6.842183507797968e-01	8.272032e-01	2.037094e+00	3.300000e+00	4.020044e-03	1.650386e+00
6.871480382797968e-01	8.272032e-01	2.023344e+00	3.300000e+00	4.019966e-03	1.650386e+00
6.900777257797968e-01	8.272032e-01	2.009687e+00	3.300000e+00	4.019926e-03	1.650386e+00
6.930074132797968e-01	8.272032e-01	1.996122e+00	3.300000e+00	4.019849e-03	1.650386e+00
6.959371007797968e-01	8.272031e-01	1.982649e+00	3.300000e+00	4.019810e-03	1.650386e+00
6.988667882797968e-01	8.272031e-01	1.969268e+00	3.300000e+00	4.019734e-03	1.650386e+00
7.017964757797968e-01	8.272030e-01	1.955976e+00	3.300000e+00	4.019695e-03	1.650386e+00
7.047261632797968e-01	8.272030e-01	1.942775e+00	3.300000e+00	4.019620e-03	1.650386e+00
7.076558507797968e-01	8.272030e-01	1.929663e+00	3.300000e+00	4.019582e-03	1.650386e+00
7.105855382797968e-01	8.272030e-01	1.916639e+00	3.300000e+00	4.019508e-03	1.650386e+00
7.135152257797968e-01	8.272029e-01	1.903704e+00	3.300000e+00	4.019470e-03	1.650386e+00
7.164449132797968e-01	8.272029e-01	1.890856e+00	3.300000e+00	4.019397e-03	1.650386e+00
7.193746007797968e-01	8.272029e-01	1.878095e+00	3.300000e+00	4.019361e-03	1.650386e+00
7.223042882797968e-01	8.272029e-01	1.865420e+00	3.300000e+00	4.019288e-03	1.650386e+00
7.252339757797968e-01	8.272029e-01	1.852831e+00	3.300000e+00	4.019252e-03	1.650386e+00
7.281636632797968e-01	8.272028e-01	1.840328e+00	3.300000e+00	4.019180e-03	1.650386e+00
7.310933507797968e-01	8.272028e-01	1.827908e+00	3.300000e+00	4.019145e-03	1.650386e+00
7.340230382797968e-01	8.272027e-01	1.815573e+00	3.300000e+00	4.019074e-03	1.650386e+00
7.369527257797968e-01	8.272027e-01	1.803321e+00	3.300000e+00	4.019039e-03	1.650386e+00
7.398824132797968e-01	8.272027e-01	1.791152e+00	3.300000e+00	4.018969e-03	1.650386e+00
7.428121007797968e-01	8.272027e-01	1.779065e+00	3.300000e+00	4.018935e-03	1.650386e+00
7.457417882797968e-01	8.272026e-01	1.767061e+00	3.300000e+00	4.018866e-03	1.650386e+00
7.486714757797968e-01	8.272026e-01	1.755137e+00	3.300000e+00	4.018832e-03	1.650386e+00
7.516011632797968e-01	8.272026e-01	1.743294e+00	3.300000e+00	4.018763e-03	1.650386e+00
7.545308507797968e-01	8.272026e-01	1.731531e+00	3.300000e+00	4.018731e-03	1.650386e+00
7.574605382797968e-01	8.272026e-01	1.719847e+00	3.300000e+00	4.018662e-03	1.650386e+00
7.603902257797968e-01	8.272025e-01	1.708243e+00	3.300000e+00	4.018631e-03	1.650386e+00
7.633199132797968e-01	8.272025e-01	1.696717e+00	3.300000e+00	4.018563e-03	1.650386e+00
7.662496007797968e-01	8.272025e-01	1.685269e+00	3.300000e+00	4.018532e-03	1.650386e+00
7.662506007797968e-01	8.272024e-01	1.685265e+00	3.300000e+00	4.018514e-03	1.650386e+00
7.662666007797968e-01	8.272025e-01	1.685203e+00	3.300000e+00	4.018532e-03	1.650386e+00
7.662986007797968e-01	8.272024e-01	1.685078e+00	3.300000e+00	4.018513e-03	1.650386e+00
7.663626007797968e-01	8.272025e-01	1.684829e+00	3.300000e+00	4.018530e-03	1.650386e+00
7.664906007797968e-01	8.272024e-01	1.684331e+00	3.300000e+00	4.018510e-03	1.650386e+00
7.667466007797968e-01	8.272025e-01	1.683334e+00	3.300000e+00	4.018524e-03	1.650386e+00
7.672586007797968e-01	8.272024e-01	1.681344e+00	3.300000e+00	4.018497e-03	1.650386e+00
7.682826007797968e-01	8.272025e-01	1.677370e+00	3.300000e+00	4.018498e-03	1.650386e+00
7.703306007797968e-01	8.272024e-01	1.669451e+00	3.300000e+00	4.018446e-03	1.650386e+00
7.732602882797968e-01	8.272024e-01	1.658187e+00	3.300000e+00	4.018416e-03	1.650386e+00
7.761899757797968e-01	8.272023e-01	1.647000e+00	3.300000e+00	4.018350e-03	1.650386e+00
7.791196632797968e-01	8.272024e-01	1.635888e+00	3.300000e+00	4.018320e-03	1.650386e+00
7.820493507797968e-01	8.272023e-01	1.624852e+00	3.300000e+00	4.018255e-03	1.650386e+00
7.849790382797968e-01	8.272024e-01	1.613890e+00	3.300000e+00	4.018225e-03	1.650386e+00
7.879087257797968e-01	8.272023e-01	1.603002e+00	3.300000e+00	4.018161e-03	1.650386e+00
7.908384132797968e-01	8.272023e-01	1.592188e+00	3.300000e+00	4.018132e-03	1.650386e+00
7.908394132797968e-01	8.272023e-01	1.592184e+00	3.300000e+00	4.018114e-03	1.650386e+00
7.908554132797968e-01	8.272023e-01	1.592125e+00	3.300000e+00	4.018132e-03	1.650386e+00
7.908874132797968e-01	8.272023e-01	1.592007e+00	3.300000e+00	4.018113e-03	1.650386e+00
7.909514132797968e-01	8.272023e-01	1.591772e+00	3.300000e+00	4.018130e-03	1.650386e+00
7.910794132797968e-01	8.272022e-01	1.591301e+00	3.300000e+00	4.018110e-03	1.650386e+00
7.913354132797968e-01	8.272023e-01	1.590360e+00	3.300000e+00	4.018124e-03	1.650386e+00
7.918474132797968e-01	8.272022e-01	1.588480e+00	3.300000e+00	4.018098e-03	1.650386e+00
7.928714132797968e-01	8.272023e-01	1.584726e+00	3.300000e+00	4.018100e-03	1.650386e+00
7.949194132797968e-01	8.272022e-01	1.577245e+00	3.300000e+00	4.018050e-03	1.650386e+00
7.978491007797968e-01	8.272023e-01	1.566605e+00	3.300000e+00	4.018022e-03	1.650386e+00
8.007787882797968e-01	8.272021e-01	1.556037e+00	3.300000e+00	4.017959e-03	1.650386e+00
8.037084757797968e-01	8.272022e-01	1.545541e+00	3.300000e+00	4.017931e-03	1.650386e+00
8.066381632797968e-01	8.272021e-01	1.535115e+00	3.300000e+00	4.017869e-03	1.650386e+00
8.095678507797968e-01	8.272021e-01	1.524760e+00	3.300000e+00	4.017842e-03	1.650386e+00
8.124975382797968e-01	8.272021e-01	1.514475e+00	3.300000e+00	4.017780e-03	1.650386e+00
8.154272257797968e-01	8.272021e-01	1.504260e+00	3.300000e+00	4.017754e-03	1.650386e+00
8.154282257797968e-01	8.272020e-01	1.504256e+00	3.300000e+00	4.017736e-03	1.650386e+00
8.154442257797968e-01	8.272021e-01	1.504201e+00	3.300000e+00	4.017754e-03	1.650387e+00
8.154762257797968e-01	8.272020e-01	1.504089e+00	3.300000e+00	4.017736e-03	1.650386e+00
8.155402257797968e-01	8.272021e-01	1.503867e+00	3.300000e+00	4.017752e-03	1.650387e+00
8.156682257797968e-01	8.272020e-01	1.503422e+00	3.300000e+00	4.017733e-03	1.650386e+00
8.159242257797968e-01	8.272021e-01	1.502534e+00	3.300000e+00	4.017747e-03	1.650387e+00
8.164362257797968e-01	8.272020e-01	1.500757e+00	3.300000e+00	4.017721e-03	1.650386e+00
8.174602257797968e-01	8.272021e-01	1.497212e+00	3.300000e+00	4.017724e-03	1.650387e+00
8.195082257797968e-01	8.272020e-01	1.490145e+00	3.300000e+00	4.017676e-03	1.650386e+00
8.224379132797968e-01	8.272021e-01	1.480094e+00	3.300000e+00	4.017650e-03	1.650387e+00
8.253676007797968e-01	8.272020e-01	1.470111e+00	3.300000e+00	4.017590e-03	1.650386e+00
8.282972882797968e-01	8.272020e-01	1.460196e+00	3.300000e+00	4.017564e-03	1.650387e+00
8.312269757797968e-01	8.272019e-01	1.450347e+00	3.300000e+00	4.017505e-03	1.650386e+00
8.341566632797968e-01	8.272020e-01	1.440565e+00	3.300000e+00	4.017480e-03	1.650387e+00
8.370863507797968e-01	8.272019e-01	1.430850e+00	3.300000e+00	4.017421e-03	1.650386e+00
8.400160382797968e-01	8.272020e-01	1.421200e+00	3.300000e+00	4.017397e-03	1.650387e+00
8.400170382797968e-01	8.272018e-01	1.421197e+00	3.300000e+00	4.017380e-03	1.650386e+00
8.400330382797968e-01	8.272020e-01	1.421144e+00	3.300000e+00	4.017396e-03	1.650387e+00
8.400650382797968e-01	8.272018e-01	1.421039e+00	3.300000e+00	4.017379e-03	1.650386e+00
8.401290382797968e-01	8.272020e-01	1.420829e+00	3.300000e+00	4.017395e-03	1.650387e+00
8.402570382797968e-01	8.272018e-01	1.420409e+00	3.300000e+00	4.017376e-03	1.650386e+00
8.405130382797968e-01	8.272019e-01	1.419569e+00	3.300000e+00	4.017390e-03	1.650387e+00
8.410250382797968e-01	8.272018e-01	1.417892e+00	3.300000e+00	4.017366e-03	1.650386e+00
8.420490382797968e-01	8.272019e-01	1.414542e+00	3.300000e+00	4.017368e-03	1.650387e+00
8.440970382797968e-01	8.272018e-01	1.407866e+00	3.300000e+00	4.017322e-03	1.650386e+00
8.470267257797968e-01	8.272019e-01	1.398372e+00	3.300000e+00	4.017299e-03	1.650387e+00
8.499564132797968e-01	8.272018e-01	1.388942e+00	3.300000e+00	4.017241e-03	1.650386e+00
8.528861007797968e-01	8.272018e-01	1.379575e+00	3.300000e+00	4.017218e-03	1.650387e+00
8.558157882797968e-01	8.272018e-01	1.370272e+00	3.300000e+00	4.017161e-03	1.650386e+00
8.587454757797968e-01	8.272018e-01	1.361032e+00	3.300000e+00	4.017138e-03	1.650387e+00
8.616751632797968e-01	8.272017e-01	1.351854e+00	3.300000e+00	4.017082e-03	1.650386e+00
8.646048507797968e-01	8.272018e-01	1.342739e+00	3.300000e+00	4.017060e-03	1.650387e+00
8.646058507797968e-01	8.272017e-01	1.342735e+00	3.300000e+00	4.017043e-03	1.650386e+00
8.646218507797968e-01	8.272017e-01	1.342686e+00	3.300000e+00	4.017059e-03	1.650386e+00
8.646538507797968e-01	8.272017e-01	1.342587e+00	3.300000e+00	4.017042e-03	1.650386e+00
8.647178507797968e-01	8.272017e-01	1.342388e+00	3.300000e+00	4.017058e-03	1.650386e+00
8.648458507797968e-01	8.272017e-01	1.341991e+00	3.300000e+00	4.017040e-03	1.650386e+00
8.651018507797968e-01	8.272017e-01	1.341198e+00	3.300000e+00	4.017053e-03	1.650386e+00
8.656138507797968e-01	8.272017e-01	1.339613e+00	3.300000e+00	4.017029e-03	1.650386e+00
8.666378507797968e-01	8.272017e-01	1.336449e+00	3.300000e+00	4.017032e-03	1.650386e+00
8.686858507797968e-01	8.272017e-01	1.330143e+00	3.300000e+00	4.016989e-03	1.650386e+00
8.716155382797968e-01	8.272017e-01	1.321175e+00	3.300000e+00	4.016967e-03	1.650386e+00
8.745452257797968e-01	8.272017e-01	1.312266e+00	3.300000e+00	4.016912e-03	1.650386e+00
8.774749132797968e-01	8.272017e-01	1.303419e+00	3.300000e+00	4.016890e-03	1.650386e+00
8.804046007797968e-01	8.272016e-01	1.294630e+00	3.300000e+00	4.016836e-03	1.650386e+00
8.833342882797968e-01	8.272016e-01	1.285902e+00	3.300000e+00	4.016815e-03	1.650386e+00
8.862639757797968e-01	8.272016e-01	1.277232e+00	3.300000e+00	4.016761e-03	1.650386e+00
8.891936632797968e-01	8.272015e-01	1.268621e+00	3.300000e+00	4.016741e-03	1.650386e+00
8.891946632797968e-01	8.272016e-01	1.268618e+00	3.300000e+00	4.016724e-03	1.650386e+00
8.892106632797968e-01	8.272015e-01	1.268571e+00	3.300000e+00	4.016740e-03	1.650386e+00
8.892426632797968e-01	8.272016e-01	1.268478e+00	3.300000e+00	4.016724e-03	1.650386e+00
8.893066632797968e-01	8.272015e-01	1.268290e+00	3.300000e+00	4.016739e-03	1.650386e+00
8.894346632797968e-01	8.272016e-01	1.267915e+00	3.300000e+00	4.016722e-03	1.650386e+00
8.896906632797968e-01	8.272015e-01	1.267166e+00	3.300000e+00	4.016734e-03	1.650386e+00
8.902026632797968e-01	8.272016e-01	1.265669e+00	3.300000e+00	4.016712e-03	1.650386e+00
8.912266632797968e-01	8.272015e-01	1.262680e+00	3.300000e+00	4.016715e-03	1.650386e+00
8.932746632797968e-01	8.272015e-01	1.256723e+00	3.300000e+00	4.016674e-03	1.650386e+00
8.962043507797968e-01	8.272015e-01	1.248251e+00	3.300000e+00	4.016653e-03	1.650386e+00
8.991340382797968e-01	8.272015e-01	1.239836e+00	3.300000e+00	4.016601e-03	1.650386e+00
9.020637257797968e-01	8.272015e-01	1.231478e+00	3.300000e+00	4.016581e-03	1.650386e+00
9.049934132797968e-01	8.272015e-01	1.223176e+00	3.300000e+00	4.016529e-03	1.650386e+00
9.079231007797968e-01	8.272014e-01	1.214931e+00	3.300000e+00	4.016510e-03	1.650386e+00
9.108527882797968e-01	8.272015e-01	1.206741e+00	3.300000e+00	4.016459e-03	1.650386e+00
9.137824757797968e-01	8.272014e-01	1.198607e+00	3.300000e+00	4.016440e-03	1.650386e+00
9.137834757797968e-01	8.272014e-01	1.198604e+00	3.300000e+00	4.016424e-03	1.650386e+00
9.137994757797968e-01	8.272014e-01	1.198560e+00	3.300000e+00	4.016439e-03	1.650386e+00
9.138314757797968e-01	8.272014e-01	1.198472e+00	3.300000e+00	4.016423e-03	1.650386e+00
9.138954757797968e-01	8.272014e-01	1.198295e+00	3.300000e+00	4.016438e-03	1.650386e+00
9.140234757797968e-01	8.272014e-01	1.197941e+00	3.300000e+00	4.016421e-03	1.650386e+00
9.142794757797968e-01	8.272014e-01	1.197233e+00	3.300000e+00	4.016434e-03	1.650386e+00
9.147914757797968e-01	8.272014e-01	1.195819e+00	3.300000e+00	4.016412e-03	1.650386e+00
9.158154757797968e-01	8.272014e-01	1.192995e+00	3.300000e+00	4.016416e-03	1.650386e+00
9.178634757797968e-01	8.272014e-01	1.187368e+00	3.300000e+00	4.016376e-03	1.650386e+00
9.207931632797968e-01	8.272014e-01	1.179365e+00	3.300000e+00	4.016357e-03	1.650386e+00
9.237228507797968e-01	8.272014e-01	1.171416e+00	3.300000e+00	4.016307e-03	1.650386e+00
9.266525382797968e-01	8.272013e-01	1.163520e+00	3.300000e+00	4.016289e-03	1.650386e+00
9.295822257797968e-01	8.272014e-01	1.155679e+00	3.300000e+00	4.016240e-03	1.650386e+00
9.325119132797968e-01	8.272013e-01	1.147890e+00	3.300000e+00	4.016222e-03	1.650386e+00
9.354416007797968e-01	8.272013e-01	1.140154e+00	3.300000e+00	4.016173e-03	1.650386e+00
9.383712882797968e-01	8.272012e-01	1.132470e+00	3.300000e+00	4.016155e-03	1.650386e+00
9.383722882797968e-01	8.272013e-01	1.132467e+00	3.300000e+00	4.016140e-03	1.650386e+00
9.383882882797968e-01	8.272013e-01	1.132425e+00	3.300000e+00	4.016155e-03	1.650386e+00
9.384202882797968e-01	8.272013e-01	1.132342e+00	3.300000e+00	4.016139e-03	1.650386e+00
9.384842882797968e-01	8.272013e-01	1.132174e+00	3.300000e+00	4.016154e-03	1.650386e+00
9.386122882797968e-01	8.272013e-01	1.131840e+00	3.300000e+00	4.016137e-03	1.650386e+00
9.388682882797968e-01	8.272013e-01	1.131171e+00	3.300000e+00	4.016150e-03	1.650386e+00
9.393802882797968e-01	8.272012e-01	1.129835e+00	3.300000e+00	4.016128e-03	1.650386e+00
9.404042882797968e-01	8.272012e-01	1.127168e+00	3.300000e+00	4.016133e-03	1.650386e+00
9.424522882797968e-01	8.272012e-01	1.121853e+00	3.300000e+00	4.016094e-03	1.650386e+00
9.453819757797968e-01	8.272012e-01	1.114293e+00	3.300000e+00	4.016077e-03	1.650386e+00
9.483116632797968e-01	8.272012e-01	1.106784e+00	3.300000e+00	4.016030e-03	1.650386e+00
9.512413507797968e-01	8.272012e-01	1.099325e+00	3.300000e+00	4.016013e-03	1.650386e+00
9.541710382797968e-01	8.272012e-01	1.091918e+00	3.300000e+00	4.015965e-03	1.650386e+00
9.571007257797968e-01	8.272012e-01	1.084560e+00	3.300000e+00	4.015950e-03	1.650386e+00
9.600304132797968e-01	8.272012e-01	1.077252e+00	3.300000e+00	4.015903e-03	1.650386e+00
9.629601007797968e-01	8.272011e-01	1.069994e+00	3.300000e+00	4.015887e-03	1.650386e+00
9.629611007797968e-01	8.272012e-01	1.069991e+00	3.300000e+00	4.015871e-03	1.650386e+00
9.629771007797968e-01	8.272011e-01	1.069952e+00	3.300000e+00	4.015887e-03	1.650386e+00
9.630091007797968e-01	8.272012e-01	1.069873e+00	3.300000e+00	4.015871e-03	1.650386e+00
9.630731007797968e-01	8.272011e-01	1.069715e+00	3.300000e+00	4.015886e-03	1.650386e+00
9.632011007797968e-01	8.272012e-01	1.069399e+00	3.300000e+00	4.015869e-03	1.650386e+00
9.634571007797968e-01	8.272011e-01	1.068767e+00	3.300000e+00	4.015882e-03	1.650386e+00
9.639691007797968e-01	8.272011e-01	1.067505e+00	3.300000e+00	4.015861e-03	1.650386e+00
9.649931007797968e-01	8.272011e-01	1.064986e+00	3.300000e+00	4.015865e-03	1.650386e+00
9.670411007797968e-01	8.272011e-01	1.059964e+00	3.300000e+00	4.015828e-03	1.650386e+00
9.699707882797968e-01	8.272011e-01	1.052823e+00	3.300000e+00	4.015813e-03	1.650386e+00
9.729004757797968e-01	8.272011e-01	1.045730e+00	3.300000e+00	4.015767e-03	1.650386e+00
9.758301632797968e-01	8.272011e-01	1.038684e+00	3.300000e+00	4.015752e-03	1.650386e+00
9.787598507797968e-01	8.272011e-01	1.031687e+00	3.300000e+00	4.015707e-03	1.650386e+00
9.816895382797968e-01	8.272010e-01	1.024736e+00	3.300000e+00	4.015692e-03	1.650386e+00
9.846192257797968e-01	8.272011e-01	1.017833e+00	3.300000e+00	4.015647e-03	1.650386e+00
9.875489132797968e-01	8.272010e-01	1.010977e+00	3.300000e+00	4.015633e-03	1.650386e+00
9.904786007797968e-01	8.272010e-01	1.004166e+00	3.300000e+00	4.015589e-03	1.650386e+00
9.904796007797968e-01	8.272009e-01	1.004164e+00	3.300000e+00	4.015604e-03	1.650386e+00
9.904956007797968e-01	8.272010e-01	1.004127e+00	3.300000e+00	4.015589e-03	1.650386e+00
9.905276007797968e-01	8.272009e-01	1.004053e+00	3.300000e+00	4.015603e-03	1.650386e+00
9.905916007797968e-01	8.272010e-01	1.003904e+00	3.300000e+00	4.015588e-03	1.650386e+00
9.907196007797968e-01	8.272009e-01	1.003608e+00	3.300000e+00	4.015601e-03	1.650386e+00
9.909756007797969e-01	8.272010e-01	1.003016e+00	3.300000e+00	4.015584e-03	1.650386e+00
9.914876007797968e-01	8.272009e-01	1.001831e+00	3.300000e+00	4.015594e-03	1.650386e+00
9.925116007797968e-01	8.272010e-01	9.994676e-01	3.300000e+00	4.015569e-03	1.650386e+00
9.945596007797968e-01	8.272009e-01	9.947565e-01	3.300000e+00	4.015563e-03	1.650386e+00
9.974892882797968e-01	8.272010e-01	9.880559e-01	3.300000e+00	4.015520e-03	1.650386e+00
1.000418975779797e+00	8.272009e-01	9.814007e-01	3.300000e+00	4.015506e-03	1.650386e+00
1.003348663279797e+00	8.272009e-01	9.747905e-01	3.300000e+00	4.015462e-03	1.650386e+00
1.006278350779797e+00	8.272009e-01	9.682249e-01	3.300000e+00	4.015449e-03	1.650386e+00
1.009208038279797e+00	8.272009e-01	9.617038e-01	3.300000e+00	4.015407e-03	1.650386e+00
1.012137725779797e+00	8.272009e-01	9.552268e-01	3.300000e+00	4.015394e-03	1.650386e+00
1.015067413279797e+00	8.272009e-01	9.487936e-01	3.300000e+00	4.015351e-03	1.650386e+00
1.015068413279797e+00	8.272009e-01	9.487914e-01	3.300000e+00	4.015366e-03	1.650386e+00
1.015084413279797e+00	8.272009e-01	9.487565e-01	3.300000e+00	4.015351e-03	1.650386e+00
1.015116413279797e+00	8.272009e-01	9.486864e-01	3.300000e+00	4.015365e-03	1.650386e+00
1.015180413279797e+00	8.272009e-01	9.485464e-01	3.300000e+00	4.015350e-03	1.650386e+00
1.015308413279797e+00	8.272009e-01	9.482664e-01	3.300000e+00	4.015363e-03	1.650386e+00
1.015564413279797e+00	8.272009e-01	9.477066e-01	3.300000e+00	4.015347e-03	1.650386e+00
1.016076413279797e+00	8.272009e-01	9.465881e-01	3.300000e+00	4.015356e-03	1.650386e+00
1.017100413279797e+00	8.272009e-01	9.443551e-01	3.300000e+00	4.015332e-03	1.650386e+00
1.019148413279797e+00	8.272009e-01	9.399048e-01	3.300000e+00	4.015327e-03	1.650386e+00
1.022078100779797e+00	8.272008e-01	9.335752e-01	3.300000e+00	4.015286e-03	1.650386e+00
1.025007788279797e+00	8.272008e-01	9.272885e-01	3.300000e+00	4.015273e-03	1.650386e+00
1.027937475779797e+00	8.272008e-01	9.210442e-01	3.300000e+00	4.015232e-03	1.650386e+00
1.030867163279797e+00	8.272008e-01	9.148422e-01	3.300000e+00	4.015275e-03	1.650386e+00
1.033796850779797e+00	8.272009e-01	9.086821e-01	3.300000e+00	4.015299e-03	1.650386e+00
1.036726538279797e+00	8.272009e-01	9.025637e-01	3.300000e+00	4.015352e-03	1.650386e+00
1.039656225779797e+00	8.272009e-01	8.964867e-01	3.300000e+00	4.015375e-03	1.650386e+00
1.042585913279797e+00	8.272009e-01	8.904508e-01	3.300000e+00	4.015428e-03	1.650386e+00
1.042586913279797e+00	8.272009e-01	8.904487e-01	3.300000e+00	4.015414e-03	1.650386e+00
1.042602913279797e+00	8.272009e-01	8.904158e-01	3.300000e+00	4.015428e-03	1.650386e+00
1.042634913279797e+00	8.272009e-01	8.903502e-01	3.300000e+00	4.015415e-03	1.650386e+00
1.042698913279797e+00	8.272009e-01	8.902188e-01	3.300000e+00	4.015429e-03	1.650386e+00
1.042826913279797e+00	8.272009e-01	8.899561e-01	3.300000e+00	4.015417e-03	1.650386e+00
1.043082913279797e+00	8.272009e-01	8.894309e-01	3.300000e+00	4.015435e-03	1.650386e+00
1.043594913279797e+00	8.272009e-01	8.883814e-01	3.300000e+00	4.015427e-03	1.650386e+00
1.044618913279797e+00	8.272009e-01	8.862863e-01	3.300000e+00	4.015454e-03	1.650386e+00
1.046666913279797e+00	8.272010e-01	8.821108e-01	3.300000e+00	4.015466e-03	1.650386e+00
1.049596600779797e+00	8.272009e-01	8.761721e-01	3.300000e+00	4.015518e-03	1.650386e+00
1.052526288279797e+00	8.272010e-01	8.702736e-01	3.300000e+00	4.015541e-03	1.650386e+00
1.055455975779797e+00	8.272009e-01	8.644149e-01	3.300000e+00	4.015592e-03	1.650386e+00
1.058385663279797e+00	8.272011e-01	8.585959e-01	3.300000e+00	4.015615e-03	1.650386e+00
1.061315350779797e+00	8.272010e-01	8.528163e-01	3.300000e+00	4.015666e-03	1.650386e+00
1.064245038279797e+00	8.272011e-01	8.470757e-01	3.300000e+00	4.015687e-03	1.650386e+00
1.067174725779797e+00	8.272010e-01	8.413739e-01	3.300000e+00	4.015738e-03	1.650386e+00
1.067175725779797e+00	8.272011e-01	8.413720e-01	3.300000e+00	4.015724e-03	1.650386e+00
1.067191725779797e+00	8.272011e-01	8.413410e-01	3.300000e+00	4.015738e-03	1.650386e+00
1.067223725779797e+00	8.272011e-01	8.412789e-01	3.300000e+00	4.015724e-03	1.650386e+00
1.067287725779797e+00	8.272011e-01	8.411548e-01	3.300000e+00	4.015739e-03	1.650386e+00
1.067415725779797e+00	8.272011e-01	8.409066e-01	3.300000e+00	4.015727e-03	1.650386e+00
1.067671725779797e+00	8.272011e-01	8.404105e-01	3.300000e+00	4.015744e-03	1.650386e+00
1.068183725779797e+00	8.272011e-01	8.394192e-01	3.300000e+00	4.015736e-03	1.650386e+00
1.069207725779797e+00	8.272011e-01	8.374400e-01	3.300000e+00	4.015762e-03	1.650386e+00
1.071255725779797e+00	8.272011e-01	8.334957e-01	3.300000e+00	4.015774e-03	1.650386e+00
1.074185413279797e+00	8.272489e-01	8.278862e-01	3.300000e+00	4.111484e-03	1.650386e+00
1.074228208816977e+00	8.272485e-01	8.278045e-01	3.300000e+00	4.110533e-03	1.650386e+00
1.074313799891337e+00	8.272480e-01	8.276412e-01	3.300000e+00	4.109709e-03	1.650386e+00
1.074335197659927e+00	8.272482e-01	8.276004e-01	3.300000e+00	4.109901e-03	1.650386e+00
1.074377993197107e+00	8.272485e-01	8.275188e-01	3.300000e+00	4.110549e-03	1.650386e+00
1.074388692081402e+00	8.272486e-01	8.274984e-01	3.300000e+00	4.110811e-03	1.650386e+00
1.074410089849992e+00	8.272489e-01	8.274575e-01	3.300000e+00	4.111400e-03	1.650386e+00
1.074415439292139e+00	8.272490e-01	8.274474e-01	3.300000e+00	4.111572e-03	1.650386e+00
1.074426138176434e+00	8.272492e-01	8.274270e-01	3.300000e+00	4.111933e-03	1.650386e+00
1.074428812897508e+00	8.272492e-01	8.274218e-01	3.300000e+00	4.112029e-03	1.650386e+00
1.074434162339655e+00	8.272493e-01	8.274117e-01	3.300000e+00	4.112226e-03	1.650386e+00
1.074444861223951e+00	8.275626e-01	8.273913e-01	3.300000e+00	4.742169e-03	1.650386e+00
1.074447535945024e+00	8.277116e-01	8.273861e-01	3.300000e+00	5.040174e-03	1.650386e+00
1.074447619530058e+00	8.277163e-01	8.273860e-01	3.300000e+00	5.049549e-03	1.650386e+00
1.074447786700125e+00	8.277257e-01	8.273857e-01	3.300000e+00	5.068419e-03	1.650386e+00
1.074448121040259e+00	8.277450e-01	8.273851e-01	3.300000e+00	5.106909e-03	1.650386e+00
1.074448131488388e+00	8.277456e-01	8.273850e-01	3.300000e+00	5.108128e-03	1.650386e+00
1.074448152384647e+00	8.277467e-01	8.273850e-01	3.300000e+00	5.110569e-03	1.650386e+00
1.074448194177164e+00	8.286142e-01	8.273849e-01	3.300000e+00	9.319955e-03	1.650397e+00
1.074448246607072e+00	8.390129e-01	8.273848e-01	3.300000e+00	4.884826e-02	1.650501e+00
1.074448257091147e+00	8.444057e-01	8.273848e-01	3.300000e+00	6.913651e-02	1.650553e+00
1.074448278059299e+00	8.600329e-01	8.273848e-01	3.300000e+00	1.279610e-01	1.650705e+00
1.074448283301336e+00	8.660872e-01	8.273848e-01	3.300000e+00	1.507433e-01	1.650763e+00
1.074448293785412e+00	8.804123e-01	8.273847e-01	3.300000e+00	2.046370e-01	1.650902e+00
1.074448296406431e+00	8.848943e-01	8.273847e-01	3.300000e+00	2.214952e-01	1.650945e+00
1.074448301648468e+00	8.946092e-01	8.273847e-01	3.300000e+00	2.580320e-01	1.651039e+00
1.074448302958978e+00	8.973309e-01	8.273847e-01	3.300000e+00	2.682658e-01	1.651065e+00
1.074448305579997e+00	9.029929e-01	8.273847e-01	3.300000e+00	2.895543e-01	1.651120e+00
1.074448306235251e+00	9.044920e-01	8.273847e-01	3.300000e+00	2.951901e-01	1.651134e+00
1.074448307545761e+00	9.075493e-01	8.273847e-01	3.300000e+00	3.066831e-01	1.651164e+00
1.074448310166780e+00	9.140322e-01	8.273847e-01	3.300000e+00	3.310499e-01	1.651227e+00
1.074448310248687e+00	9.142432e-01	8.273847e-01	3.300000e+00	3.318425e-01	1.651229e+00
1.074448310412500e+00	9.146660e-01	8.273847e-01	3.300000e+00	3.334317e-01	1.651233e+00
1.074448310453454e+00	9.147721e-01	8.273847e-01	3.300000e+00	3.338305e-01	1.651234e+00
1.074448310535361e+00	9.149846e-01	8.273847e-01	3.300000e+00	3.346289e-01	1.651236e+00
1.074448310699174e+00	9.154110e-01	8.273847e-01	3.300000e+00	3.362315e-01	1.651240e+00
1.074448310704293e+00	9.154243e-01	8.273847e-01	3.300000e+00	3.362817e-01	1.651240e+00
1.074448310705573e+00	9.154277e-01	8.273847e-01	3.300000e+00	3.362943e-01	1.651240e+00
1.074448310708133e+00	9.154344e-01	8.273847e-01	3.300000e+00	3.363194e-01	1.651240e+00
1.074448310708773e+00	9.154361e-01	8.273847e-01	3.300000e+00	3.363256e-01	1.651240e+00
1.074448310710052e+00	9.154394e-01	8.273847e-01	3.300000e+00	3.363382e-01	1.651240e+00
