time	V(vout)
Step Information: Run=0  (Step: 1/9)
7.810411213041187e-01	3.211768e-03
7.815531213041187e-01	3.210957e-03
7.825771213041187e-01	3.209399e-03
7.846251213041187e-01	3.206234e-03
7.875548088041187e-01	3.201783e-03
7.904844963041187e-01	3.197324e-03
7.934141838041187e-01	3.192937e-03
7.963438713041187e-01	3.188540e-03
7.992735588041187e-01	3.184216e-03
8.022032463041187e-01	3.179882e-03
8.051329338041187e-01	3.175619e-03
8.051339338041187e-01	3.175598e-03
8.051499338041187e-01	3.175594e-03
8.051819338041187e-01	3.175528e-03
8.052459338041187e-01	3.175454e-03
8.053739338041187e-01	3.175248e-03
8.056299338041187e-01	3.174895e-03
8.061419338041187e-01	3.174131e-03
8.071659338041187e-01	3.172665e-03
8.092139338041187e-01	3.169684e-03
8.121436213041187e-01	3.165493e-03
8.150733088041187e-01	3.161293e-03
8.180029963041187e-01	3.157163e-03
8.209326838041187e-01	3.153022e-03
8.238623713041187e-01	3.148950e-03
8.267920588041187e-01	3.144868e-03
8.297217463041187e-01	3.140855e-03
8.297227463041187e-01	3.140834e-03
8.297387463041187e-01	3.140831e-03
8.297707463041187e-01	3.140768e-03
8.298347463041187e-01	3.140700e-03
8.299627463041187e-01	3.140505e-03
8.302187463041187e-01	3.140173e-03
8.307307463041187e-01	3.139453e-03
8.317547463041187e-01	3.138073e-03
8.338027463041187e-01	3.135265e-03
8.367324338041187e-01	3.131320e-03
8.396621213041187e-01	3.127364e-03
8.425918088041187e-01	3.123475e-03
8.455214963041187e-01	3.119575e-03
8.484511838041187e-01	3.115742e-03
8.513808713041187e-01	3.111897e-03
8.543105588041187e-01	3.108118e-03
8.543115588041187e-01	3.108098e-03
8.543275588041187e-01	3.108096e-03
8.543595588041187e-01	3.108036e-03
8.544235588041187e-01	3.107972e-03
8.545515588041187e-01	3.107788e-03
8.548075588041187e-01	3.107476e-03
8.553195588041187e-01	3.106797e-03
8.563435588041187e-01	3.105498e-03
8.583915588041187e-01	3.102854e-03
8.613212463041187e-01	3.099139e-03
8.642509338041187e-01	3.095413e-03
8.671806213041187e-01	3.091752e-03
8.701103088041187e-01	3.088079e-03
8.730399963041187e-01	3.084470e-03
8.759696838041187e-01	3.080849e-03
8.788993713041187e-01	3.077291e-03
8.789003713041187e-01	3.077271e-03
8.789163713041187e-01	3.077270e-03
8.789483713041187e-01	3.077212e-03
8.790123713041187e-01	3.077153e-03
8.791403713041187e-01	3.076979e-03
8.793963713041187e-01	3.076687e-03
8.799083713041187e-01	3.076046e-03
8.809323713041187e-01	3.074824e-03
8.829803713041187e-01	3.072333e-03
8.859100588041187e-01	3.068835e-03
8.888397463041187e-01	3.065326e-03
8.917694338041187e-01	3.061879e-03
8.946991213041187e-01	3.058420e-03
8.976288088041187e-01	3.055021e-03
9.005584963041187e-01	3.051611e-03
9.034881838041187e-01	3.048261e-03
9.034891838041187e-01	3.048242e-03
9.035051838041187e-01	3.048242e-03
9.035371838041187e-01	3.048187e-03
9.036011838041187e-01	3.048132e-03
9.037291838041187e-01	3.047967e-03
9.039851838041187e-01	3.047692e-03
9.044971838041187e-01	3.047089e-03
9.055211838041187e-01	3.045938e-03
9.075691838041187e-01	3.043592e-03
9.104988713041187e-01	3.040299e-03
9.134285588041187e-01	3.036994e-03
9.163582463041187e-01	3.033748e-03
9.192879338041187e-01	3.030490e-03
9.222176213041187e-01	3.027291e-03
9.251473088041187e-01	3.024078e-03
9.280769963041187e-01	3.020925e-03
9.280779963041187e-01	3.020906e-03
9.280939963041187e-01	3.020907e-03
9.281259963041187e-01	3.020854e-03
9.281899963041187e-01	3.020803e-03
9.283179963041187e-01	3.020647e-03
9.285739963041187e-01	3.020389e-03
9.290859963041187e-01	3.019820e-03
9.301099963041187e-01	3.018737e-03
9.321579963041187e-01	3.016527e-03
9.350876838041187e-01	3.013427e-03
9.380173713041187e-01	3.010314e-03
9.409470588041187e-01	3.007259e-03
9.438767463041187e-01	3.004189e-03
9.468064338041187e-01	3.001177e-03
9.497361213041187e-01	2.998152e-03
9.526658088041187e-01	2.995183e-03
9.526668088041187e-01	2.995164e-03
9.526828088041187e-01	2.995166e-03
9.527148088041187e-01	2.995116e-03
9.527788088041187e-01	2.995068e-03
9.529068088041187e-01	2.994921e-03
9.531628088041187e-01	2.994678e-03
9.536748088041187e-01	2.994142e-03
9.546988088041187e-01	2.993123e-03
9.567468088041187e-01	2.991041e-03
9.596764963041187e-01	2.988122e-03
9.626061838041187e-01	2.985190e-03
9.655358713041187e-01	2.982314e-03
9.684655588041187e-01	2.979423e-03
9.713952463041187e-01	2.976587e-03
9.743249338041187e-01	2.973737e-03
9.772546213041187e-01	2.971010e-03
9.772556213041187e-01	2.970992e-03
9.772716213041187e-01	2.970994e-03
9.773036213041187e-01	2.970947e-03
9.773676213041187e-01	2.970905e-03
9.774956213041187e-01	2.970768e-03
9.777516213041187e-01	2.970546e-03
9.782636213041187e-01	2.970053e-03
9.792876213041187e-01	2.969118e-03
9.813356213041187e-01	2.967204e-03
9.842653088041187e-01	2.964525e-03
9.871949963041187e-01	2.961831e-03
9.901246838041187e-01	2.959190e-03
9.930543713041187e-01	2.956534e-03
9.959840588041187e-01	2.953930e-03
9.989137463041187e-01	2.951312e-03
1.001843433804119e+00	2.948746e-03
1.001844433804119e+00	2.948728e-03
1.001860433804119e+00	2.948731e-03
1.001892433804119e+00	2.948686e-03
1.001956433804118e+00	2.948646e-03
1.002084433804119e+00	2.948517e-03
1.002340433804119e+00	2.948309e-03
1.002852433804118e+00	2.947844e-03
1.003876433804119e+00	2.946964e-03
1.005924433804119e+00	2.945162e-03
1.008854121304119e+00	2.942639e-03
1.011783808804119e+00	2.940102e-03
1.014713496304119e+00	2.937616e-03
1.017643183804119e+00	2.935114e-03
1.018009394741619e+00	2.952202e-03
1.018100947475994e+00	2.959037e-03
1.018284052944744e+00	2.977836e-03
1.018329829311931e+00	2.984460e-03
1.018421382046306e+00	2.998990e-03
1.018444270229900e+00	3.003103e-03
1.018490046597087e+00	3.011651e-03
1.018581599331462e+00	3.030672e-03
1.018584460354412e+00	3.589432e-03
1.018585175610149e+00	3.786472e-03
1.018585354424083e+00	3.836376e-03
1.018585712051952e+00	3.937513e-03
1.018585801458919e+00	3.963302e-03
1.018585980272853e+00	4.015227e-03
1.018586024976337e+00	4.028339e-03
1.018586114383304e+00	2.163512e-02
1.018586265115472e+00	2.853337e-01
1.018586291081460e+00	4.032532e-01
1.018586297572957e+00	4.350738e-01
1.018586310555951e+00	5.037318e-01
1.018586336521939e+00	6.762358e-01
1.018586337333377e+00	6.824694e-01
1.018586338956251e+00	6.950510e-01
1.018586339361969e+00	6.982395e-01
1.018586339463399e+00	6.990376e-01
1.018586339666258e+00	7.006354e-01
1.018586339716973e+00	7.010356e-01
1.018586339818403e+00	7.018363e-01
1.018586339843760e+00	7.020367e-01
1.018586339894475e+00	7.024375e-01
1.018586339907154e+00	7.025378e-01
1.018586339932511e+00	7.027383e-01
1.018586339983226e+00	7.031395e-01
1.018586339984811e+00	7.031521e-01
1.018586339987980e+00	7.031772e-01
1.018586339994320e+00	7.032273e-01
1.018586340006999e+00	7.033277e-01
1.018586340032356e+00	7.035285e-01
1.018586340083071e+00	7.039301e-01
1.018586340184500e+00	7.047341e-01
1.018586340387360e+00	7.063438e-01
1.018586340793078e+00	7.095587e-01
1.018586341604515e+00	7.159209e-01
1.018586343227390e+00	7.283128e-01
1.018586346473138e+00	7.518337e-01
1.018586352964635e+00	7.957739e-01
1.018586365947629e+00	8.792892e-01
1.018586391913617e+00	1.043799e+00
1.018586443845593e+00	1.373049e+00
1.018586547709546e+00	2.031689e+00
1.018586573675534e+00	2.196406e+00
1.018586625607510e+00	2.525851e+00
1.018586729471462e+00	3.184844e+00
1.018586732717211e+00	3.205440e+00
1.018586739208708e+00	3.246633e+00
1.018586740831582e+00	3.256931e+00
1.018586744077331e+00	3.277527e+00
1.018586744888768e+00	3.282676e+00
1.018586746511642e+00	3.292974e+00
1.018586746917361e+00	3.295548e+00
1.018586747018790e+00	3.296192e+00
1.018586747221649e+00	3.297099e+00
1.018586747627368e+00	3.297285e+00
1.018586748438805e+00	3.297167e+00
1.018586750061679e+00	3.297298e+00
1.018586753307428e+00	3.297241e+00
1.018586759798925e+00	3.297425e+00
1.018586772781919e+00	3.297504e+00
1.018586798747907e+00	3.297945e+00
1.018586850679883e+00	3.298542e+00
1.018586954543836e+00	3.298326e+00
1.018587162271740e+00	3.298280e+00
1.018587577727549e+00	3.298403e+00
1.018588408639168e+00	3.298329e+00
1.018589612479619e+00	3.298434e+00
1.018591978349552e+00	3.298375e+00
1.018592569817035e+00	3.298427e+00
1.018593752752001e+00	3.298442e+00
1.018594048485742e+00	3.298446e+00
1.018594639953225e+00	3.298454e+00
1.018594726205075e+00	3.298455e+00
1.018594898708774e+00	3.298455e+00
1.018595113552982e+00	3.298455e+00
1.018595318027157e+00	3.298455e+00
1.018595649517842e+00	3.298455e+00
1.018596312499212e+00	3.298455e+00
1.018597638461951e+00	3.298455e+00
1.018600290387429e+00	3.298455e+00
1.018605594238384e+00	3.298455e+00
1.018616201940296e+00	3.298455e+00
1.018637417344120e+00	3.298455e+00
1.018679848151767e+00	3.298456e+00
1.018764709767062e+00	3.298456e+00
1.018934432997650e+00	3.298456e+00
1.019273879458828e+00	3.298457e+00
1.019952772381184e+00	3.298459e+00
1.021310558225894e+00	3.298463e+00
1.024026129915316e+00	3.298470e+00
1.026955817415316e+00	3.298477e+00
1.029885504915316e+00	3.298485e+00
1.032815192415316e+00	3.298492e+00
1.035744879915316e+00	3.298499e+00
1.038674567415316e+00	3.298507e+00
1.041604254915316e+00	3.298514e+00
1.044533942415316e+00	3.298521e+00
1.047463629915316e+00	3.298528e+00
1.050393317415316e+00	3.298535e+00
1.053323004915316e+00	3.298542e+00
1.056252692415316e+00	3.298549e+00
1.059182379915316e+00	3.298556e+00
1.062112067415316e+00	3.298563e+00
1.065041754915316e+00	3.298570e+00
1.067971442415316e+00	3.298577e+00
1.070901129915316e+00	3.298584e+00
1.073830817415316e+00	3.298590e+00
1.076760504915316e+00	3.298597e+00
1.079690192415316e+00	3.298604e+00
1.082619879915316e+00	3.298610e+00
1.085549567415316e+00	3.298617e+00
1.088479254915316e+00	3.298623e+00
1.091408942415316e+00	3.298630e+00
1.094338629915316e+00	3.298636e+00
1.097268317415316e+00	3.298642e+00
1.100198004915316e+00	3.298649e+00
1.103127692415316e+00	3.298655e+00
1.106057379915316e+00	3.298661e+00
1.108987067415316e+00	3.298667e+00
1.111916754915316e+00	3.298673e+00
1.114846442415316e+00	3.298680e+00
1.117776129915316e+00	3.298686e+00
1.120705817415316e+00	3.298692e+00
1.123635504915316e+00	3.298697e+00
1.126565192415316e+00	3.298703e+00
1.129494879915316e+00	3.298709e+00
1.132424567415316e+00	3.298715e+00
1.135354254915316e+00	3.298721e+00
1.138283942415316e+00	3.298727e+00
1.141213629915316e+00	3.298732e+00
1.144143317415316e+00	3.298738e+00
1.147073004915316e+00	3.298743e+00
1.150002692415316e+00	3.298749e+00
1.152932379915316e+00	3.298755e+00
1.155862067415316e+00	3.298760e+00
1.158791754915316e+00	3.298766e+00
1.161721442415316e+00	3.298771e+00
1.164651129915316e+00	3.298776e+00
1.167580817415316e+00	3.298782e+00
1.170510504915316e+00	3.298787e+00
1.170511504915316e+00	3.298787e+00
1.170527504915316e+00	3.298787e+00
1.170559504915316e+00	3.298787e+00
1.170623504915316e+00	3.298787e+00
1.170751504915316e+00	3.298787e+00
1.171007504915316e+00	3.298788e+00
1.171519504915316e+00	3.298789e+00
1.172543504915316e+00	3.298791e+00
1.174591504915316e+00	3.298794e+00
1.177521192415316e+00	3.298800e+00
1.180450879915316e+00	3.298805e+00
1.183380567415316e+00	3.298810e+00
1.186310254915316e+00	3.298815e+00
1.189239942415316e+00	3.298820e+00
1.192169629915316e+00	3.298825e+00
1.195099317415316e+00	3.298830e+00
1.195100317415316e+00	3.298830e+00
1.195116317415316e+00	3.298830e+00
1.195148317415316e+00	3.298830e+00
1.195212317415316e+00	3.298830e+00
1.195340317415316e+00	3.298830e+00
1.195596317415316e+00	3.298831e+00
1.196108317415316e+00	3.298832e+00
1.197132317415316e+00	3.298833e+00
1.199180317415316e+00	3.298837e+00
1.202110004915316e+00	3.298842e+00
1.205039692415316e+00	3.298847e+00
1.207969379915316e+00	3.298851e+00
1.210899067415316e+00	3.298856e+00
1.213828754915316e+00	3.298861e+00
1.216758442415316e+00	3.298866e+00
1.219688129915316e+00	3.298871e+00
1.219689129915316e+00	3.298871e+00
1.219705129915316e+00	3.298871e+00
1.219737129915316e+00	3.298871e+00
1.219801129915316e+00	3.298871e+00
1.219929129915316e+00	3.298871e+00
1.220185129915316e+00	3.298871e+00
1.220697129915316e+00	3.298872e+00
1.221721129915316e+00	3.298874e+00
1.223769129915316e+00	3.298877e+00
1.226698817415316e+00	3.298882e+00
1.229628504915316e+00	3.298886e+00
1.232558192415316e+00	3.298891e+00
1.235487879915316e+00	3.298895e+00
1.238417567415316e+00	3.298900e+00
1.241347254915316e+00	3.298904e+00
1.244276942415316e+00	3.298909e+00
1.244277942415316e+00	3.298908e+00
1.244293942415316e+00	3.298909e+00
1.244325942415316e+00	3.298909e+00
1.244389942415316e+00	3.298909e+00
1.244517942415316e+00	3.298909e+00
1.244773942415316e+00	3.298909e+00
1.245285942415316e+00	3.298910e+00
1.246309942415316e+00	3.298912e+00
1.248357942415316e+00	3.298915e+00
1.251287629915316e+00	3.298919e+00
1.254217317415316e+00	3.298923e+00
1.257147004915316e+00	3.298928e+00
1.260076692415316e+00	3.298932e+00
1.263006379915316e+00	3.298936e+00
1.265936067415316e+00	3.298940e+00
1.268865754915316e+00	3.298944e+00
1.268866754915316e+00	3.298944e+00
1.268882754915316e+00	3.298944e+00
1.268914754915316e+00	3.298944e+00
1.268978754915316e+00	3.298945e+00
1.269106754915316e+00	3.298945e+00
1.269362754915316e+00	3.298945e+00
1.269874754915316e+00	3.298946e+00
1.270898754915316e+00	3.298947e+00
1.272946754915316e+00	3.298950e+00
1.275876442415316e+00	3.298954e+00
1.278806129915316e+00	3.298958e+00
1.281735817415316e+00	3.298962e+00
1.284665504915316e+00	3.298966e+00
1.287595192415316e+00	3.298970e+00
1.290524879915316e+00	3.298974e+00
1.293454567415316e+00	3.298978e+00
1.293455567415316e+00	3.298978e+00
1.293471567415316e+00	3.298978e+00
1.293503567415316e+00	3.298978e+00
1.293567567415316e+00	3.298979e+00
1.293695567415316e+00	3.298979e+00
1.293951567415316e+00	3.298979e+00
1.294463567415316e+00	3.298980e+00
1.295487567415316e+00	3.298981e+00
1.297535567415316e+00	3.298984e+00
1.300465254915316e+00	3.298988e+00
1.303394942415316e+00	3.298991e+00
1.306324629915316e+00	3.298995e+00
1.309254317415316e+00	3.298999e+00
1.312184004915316e+00	3.299003e+00
1.315113692415316e+00	3.299006e+00
1.318043379915316e+00	3.299010e+00
1.318044379915316e+00	3.299010e+00
1.318060379915316e+00	3.299010e+00
1.318092379915316e+00	3.299010e+00
1.318156379915316e+00	3.299010e+00
1.318284379915316e+00	3.299011e+00
1.318540379915316e+00	3.299011e+00
1.319052379915316e+00	3.299011e+00
1.320076379915316e+00	3.299013e+00
1.322124379915316e+00	3.299015e+00
1.325054067415316e+00	3.299019e+00
1.327983754915316e+00	3.299022e+00
1.330913442415316e+00	3.299026e+00
1.333843129915316e+00	3.299030e+00
1.336772817415316e+00	3.299033e+00
1.339702504915316e+00	3.299037e+00
1.342632192415316e+00	3.299040e+00
1.342633192415316e+00	3.299040e+00
1.342649192415316e+00	3.299040e+00
1.342681192415316e+00	3.299040e+00
1.342745192415316e+00	3.299040e+00
1.342873192415316e+00	3.299040e+00
1.343129192415316e+00	3.299041e+00
1.343641192415316e+00	3.299041e+00
1.344665192415316e+00	3.299042e+00
1.346713192415316e+00	3.299045e+00
1.349642879915316e+00	3.299048e+00
1.352572567415316e+00	3.299052e+00
1.355502254915316e+00	3.299055e+00
1.358431942415316e+00	3.299058e+00
1.361361629915316e+00	3.299062e+00
1.364291317415316e+00	3.299065e+00
1.367221004915316e+00	3.299068e+00
1.367222004915316e+00	3.299068e+00
1.367238004915316e+00	3.299068e+00
1.367270004915316e+00	3.299068e+00
1.367334004915316e+00	3.299068e+00
1.367462004915316e+00	3.299069e+00
1.367718004915316e+00	3.299069e+00
1.368230004915316e+00	3.299069e+00
1.369254004915316e+00	3.299071e+00
1.371302004915316e+00	3.299073e+00
1.374231692415316e+00	3.299076e+00
1.377161379915316e+00	3.299079e+00
1.380091067415316e+00	3.299083e+00
1.383020754915316e+00	3.299086e+00
1.385950442415316e+00	3.299089e+00
1.388880129915316e+00	3.299092e+00
1.391809817415316e+00	3.299095e+00
1.391810817415316e+00	3.299095e+00
1.391826817415316e+00	3.299095e+00
1.391858817415316e+00	3.299095e+00
1.391922817415316e+00	3.299095e+00
1.392050817415316e+00	3.299095e+00
1.392306817415316e+00	3.299095e+00
1.392818817415316e+00	3.299096e+00
1.393842817415316e+00	3.299097e+00
1.395890817415316e+00	3.299099e+00
1.398820504915316e+00	3.299102e+00
1.401750192415316e+00	3.299105e+00
1.404679879915316e+00	3.299108e+00
1.407609567415316e+00	3.299111e+00
1.410539254915316e+00	3.299114e+00
1.413468942415316e+00	3.299117e+00
1.416398629915316e+00	3.299120e+00
1.416399629915316e+00	3.299120e+00
1.416415629915316e+00	3.299120e+00
1.416447629915316e+00	3.299120e+00
1.416511629915316e+00	3.299120e+00
1.416639629915316e+00	3.299120e+00
1.416895629915316e+00	3.299120e+00
1.417407629915316e+00	3.299121e+00
1.418431629915316e+00	3.299122e+00
1.420479629915316e+00	3.299124e+00
1.423409317415316e+00	3.299127e+00
1.426339004915316e+00	3.299130e+00
1.429268692415316e+00	3.299133e+00
1.432198379915316e+00	3.299135e+00
1.435128067415316e+00	3.299138e+00
1.438057754915316e+00	3.299141e+00
1.440987442415316e+00	3.299143e+00
1.443917129915316e+00	3.299146e+00
1.443918129915316e+00	3.299146e+00
1.443934129915316e+00	3.299146e+00
1.443966129915316e+00	3.299146e+00
1.444030129915316e+00	3.299146e+00
1.444158129915316e+00	3.299146e+00
1.444414129915316e+00	3.299146e+00
1.444926129915316e+00	3.299147e+00
1.445950129915316e+00	3.299148e+00
1.447998129915316e+00	3.299150e+00
1.450927817415316e+00	3.299152e+00
1.453857504915316e+00	3.299155e+00
1.456787192415316e+00	3.299157e+00
1.459716879915316e+00	3.299160e+00
1.462646567415316e+00	3.299162e+00
1.465576254915316e+00	3.299165e+00
1.465942465852816e+00	3.299165e+00
1.466674887727816e+00	3.299166e+00
1.468139731477816e+00	3.299167e+00
1.468382342822460e+00	3.299155e+00
1.468867565511749e+00	3.299095e+00
1.468928896528083e+00	3.299082e+00
1.468944229282166e+00	3.299079e+00
1.468974894790333e+00	3.299072e+00
1.468982561167375e+00	3.299070e+00
1.468997893921459e+00	3.298827e+00
1.468998373070024e+00	3.298701e+00
1.468999331367154e+00	3.298441e+00
1.468999570941436e+00	3.298373e+00
1.469000050090002e+00	3.298234e+00
1.469000169877143e+00	3.298198e+00
1.469000409451425e+00	3.298126e+00
1.469000469344996e+00	3.298108e+00
1.469000589132137e+00	3.298071e+00
1.469000619078923e+00	3.294955e+00
1.469000678972493e+00	3.281916e+00
1.469000798759635e+00	3.188215e+00
1.469000824065561e+00	3.142582e+00
1.469000874677413e+00	3.014858e+00
1.469000887330376e+00	2.967024e+00
1.469000912636303e+00	2.855479e+00
1.469000918962784e+00	2.821184e+00
1.469000920544405e+00	2.812455e+00
1.469000923707645e+00	2.794681e+00
1.469000930034127e+00	2.757167e+00
1.469000942687090e+00	2.673531e+00
1.469000945850331e+00	2.650312e+00
1.469000952176812e+00	2.602166e+00
1.469000953758433e+00	2.589477e+00
1.469000956921674e+00	2.563642e+00
1.469000957712484e+00	2.557010e+00
1.469000959294104e+00	2.543628e+00
1.469000959689509e+00	2.540237e+00
1.469000959788361e+00	2.539389e+00
1.469000959986063e+00	2.537690e+00
1.469000959992241e+00	2.537637e+00
1.469000960004598e+00	2.537530e+00
1.469000960029311e+00	2.537318e+00
1.469000960078736e+00	2.536892e+00
1.469000960177588e+00	2.536040e+00
1.469000960375290e+00	2.534335e+00
1.469000960770695e+00	2.530926e+00
1.469000961561505e+00	2.524172e+00
1.469000963143126e+00	2.511007e+00
1.469000966306367e+00	2.485993e+00
1.469000972632848e+00	2.439282e+00
1.469000985285811e+00	2.350633e+00
1.469001010591737e+00	2.176230e+00
1.469001061203590e+00	1.827223e+00
1.469001162427295e+00	1.129046e+00
1.469001187733221e+00	9.544438e-01
1.469001238345074e+00	6.052269e-01
1.469001250998037e+00	5.179152e-01
1.469001276303963e+00	3.432864e-01
1.469001282630445e+00	2.996272e-01
1.469001295283408e+00	2.123080e-01
1.469001320589334e+00	3.766328e-02
1.469001321380144e+00	3.220550e-02
1.469001322961765e+00	2.128992e-02
1.469001323357170e+00	1.856102e-02
1.469001324147980e+00	1.310322e-02
1.469001324345683e+00	1.173876e-02
1.469001324741088e+00	9.009856e-03
1.469001325531898e+00	5.020600e-03
1.469001327086629e+00	4.749856e-03
1.469001328319495e+00	4.950991e-03
1.469001329654107e+00	4.739936e-03
1.469001332323330e+00	4.874692e-03
1.469001336314653e+00	4.651920e-03
1.469001344092063e+00	4.697917e-03
1.469001359646883e+00	4.315055e-03
1.469001390756524e+00	4.019500e-03
1.469001452975805e+00	2.967975e-03
1.469001577414367e+00	3.875633e-03
1.469001826291491e+00	3.686466e-03
1.469002324045739e+00	3.800962e-03
1.469002924639078e+00	3.646694e-03
1.469003828234688e+00	3.778754e-03
1.469005368482287e+00	3.612533e-03
1.469008448977487e+00	3.716185e-03
1.469014609967886e+00	3.569834e-03
1.469020469600923e+00	3.716043e-03
1.469027343645371e+00	3.569900e-03
1.469038865334898e+00	3.715926e-03
1.469055479713583e+00	3.569869e-03
1.469085942390157e+00	3.715778e-03
1.469142492460909e+00	3.569656e-03
1.469236060980548e+00	3.715380e-03
1.469412293136074e+00	3.568960e-03
1.469716503259099e+00	3.714130e-03
1.470262456210718e+00	3.566756e-03
1.471240580507648e+00	3.710183e-03
1.472966019192454e+00	3.559775e-03
1.475895706692454e+00	3.698218e-03
1.478825394192454e+00	3.544801e-03
1.481755081692454e+00	3.683351e-03
1.484684769192454e+00	3.530040e-03
1.484685769192454e+00	3.675766e-03
1.484701769192454e+00	3.530237e-03
1.484702769192454e+00	3.675557e-03
1.484718769192454e+00	3.530357e-03
1.484719769192454e+00	3.675401e-03
1.484735769192454e+00	3.530425e-03
1.484736769192454e+00	3.675280e-03
1.484752769192454e+00	3.530460e-03
1.484782144195281e+00	3.675160e-03
1.484818225604174e+00	3.530300e-03
1.484890388421961e+00	3.674887e-03
1.485034714057536e+00	3.529760e-03
1.485323365328684e+00	3.673805e-03
1.485900667870981e+00	3.527599e-03
1.487055272955576e+00	3.669489e-03
1.489364483124765e+00	3.518997e-03
1.492294170624765e+00	3.656544e-03
1.495223858124765e+00	3.504611e-03
1.498153545624765e+00	3.642260e-03
1.501083233124765e+00	3.490430e-03
1.504012920624765e+00	3.628180e-03
1.506942608124765e+00	3.476450e-03
1.509872295624765e+00	3.614300e-03
1.512801983124765e+00	3.462669e-03
1.515731670624765e+00	3.600617e-03
1.518661358124765e+00	3.449084e-03
1.521591045624765e+00	3.587129e-03
1.524520733124765e+00	3.435692e-03
1.527450420624765e+00	3.573833e-03
1.530380108124765e+00	3.422491e-03
1.533309795624765e+00	3.560725e-03
1.536239483124765e+00	3.409477e-03
1.539169170624765e+00	3.547804e-03
1.542098858124765e+00	3.396648e-03
1.545028545624765e+00	3.535067e-03
1.547958233124765e+00	3.384002e-03
1.550887920624765e+00	3.522511e-03
1.553817608124765e+00	3.371536e-03
1.556747295624765e+00	3.510133e-03
1.559676983124765e+00	3.359246e-03
1.562606670624765e+00	3.497931e-03
1.565536358124765e+00	3.347132e-03
1.568466045624765e+00	3.485903e-03
1.571395733124765e+00	3.335189e-03
1.574325420624765e+00	3.474046e-03
1.577255108124765e+00	3.323417e-03
1.580184795624765e+00	3.462357e-03
1.583114483124765e+00	3.311811e-03
1.586044170624765e+00	3.450835e-03
1.588973858124765e+00	3.300371e-03
1.591903545624765e+00	3.439476e-03
1.594833233124765e+00	3.289094e-03
1.597762920624765e+00	3.428279e-03
1.600692608124765e+00	3.277977e-03
1.603622295624765e+00	3.417241e-03
1.606551983124765e+00	3.267018e-03
1.609481670624765e+00	3.406360e-03
1.612411358124765e+00	3.256214e-03
1.615341045624765e+00	3.395634e-03
1.618270733124765e+00	3.245565e-03
1.621200420624765e+00	3.385060e-03
1.624130108124765e+00	3.235066e-03
1.627059795624765e+00	3.374637e-03
1.629989483124765e+00	3.224717e-03
1.632919170624765e+00	3.364361e-03
1.635848858124765e+00	3.214515e-03
1.638778545624765e+00	3.354232e-03
1.641708233124765e+00	3.204459e-03
1.644637920624765e+00	3.344247e-03
1.647567608124765e+00	3.194545e-03
1.650497295624765e+00	3.334404e-03
1.653426983124765e+00	3.184772e-03
1.656356670624765e+00	3.324701e-03
1.659286358124765e+00	3.175138e-03
1.662216045624765e+00	3.315135e-03
1.665145733124765e+00	3.165641e-03
1.668075420624765e+00	3.305706e-03
1.671005108124765e+00	3.156279e-03
1.673934795624765e+00	3.296411e-03
1.676864483124765e+00	3.147050e-03
1.679794170624765e+00	3.287247e-03
1.682723858124765e+00	3.137952e-03
1.685653545624765e+00	3.278215e-03
1.688583233124765e+00	3.128984e-03
1.691512920624765e+00	3.269310e-03
1.694442608124765e+00	3.120143e-03
1.697372295624765e+00	3.260532e-03
1.700301983124765e+00	3.111428e-03
1.703231670624765e+00	3.251879e-03
1.706161358124765e+00	3.102837e-03
1.709091045624765e+00	3.243349e-03
1.712020733124765e+00	3.094368e-03
1.714950420624765e+00	3.234941e-03
1.717880108124765e+00	3.086019e-03
1.720809795624765e+00	3.226652e-03
1.723739483124765e+00	3.077789e-03
1.726669170624765e+00	3.218480e-03
1.729598858124765e+00	3.069676e-03
1.732528545624765e+00	3.210425e-03
1.735458233124765e+00	3.061679e-03
1.738387920624765e+00	3.202485e-03
1.741317608124765e+00	3.053795e-03
1.744247295624765e+00	3.194657e-03
1.747176983124765e+00	3.046023e-03
1.750106670624765e+00	3.186941e-03
1.753036358124765e+00	3.038362e-03
1.755966045624765e+00	3.179334e-03
1.758895733124765e+00	3.030810e-03
1.761825420624765e+00	3.171835e-03
1.764755108124765e+00	3.023365e-03
1.767684795624765e+00	3.164443e-03
1.770614483124765e+00	3.016026e-03
1.773544170624765e+00	3.157157e-03
1.776473858124765e+00	3.008791e-03
1.779403545624765e+00	3.149973e-03
1.782333233124765e+00	3.001659e-03
1.785262920624765e+00	3.142892e-03
1.788192608124765e+00	2.994628e-03
1.791122295624765e+00	3.135912e-03
1.794051983124765e+00	2.987698e-03
1.796981670624765e+00	3.129031e-03
1.799911358124765e+00	2.980866e-03
1.802841045624765e+00	3.122247e-03
1.805770733124765e+00	2.974131e-03
1.808700420624765e+00	3.115560e-03
1.811630108124765e+00	2.967492e-03
1.814559795624765e+00	3.108968e-03
1.817489483124765e+00	2.960947e-03
1.820419170624765e+00	3.102470e-03
1.823348858124765e+00	2.954495e-03
1.826278545624765e+00	3.096065e-03
1.829208233124765e+00	2.948136e-03
1.832137920624765e+00	3.089750e-03
1.835067608124765e+00	2.941866e-03
1.837997295624765e+00	3.083525e-03
1.840926983124765e+00	2.935686e-03
1.843856670624765e+00	3.077389e-03
1.846786358124765e+00	2.929593e-03
1.849716045624765e+00	3.071340e-03
1.852645733124765e+00	2.923587e-03
1.855575420624765e+00	3.065377e-03
1.858505108124765e+00	2.917667e-03
